id_tipo_acidente,tipo_acidente,causa_acidente,classificacao_acidente
1142,Capotamento,Condutor usando celular,Com Vítimas Feridas
1143,Colisão traseira,Chuva,Com Vítimas Fatais
1144,Eventos atípicos,Animais na Pista,Sem Vítimas
1145,Colisão lateral sentido oposto,Semáforo com defeito,Sem Vítimas
1146,Engavetamento,Estacionar ou parar em local proibido,Sem Vítimas
1147,Colisão lateral mesmo sentido,Frear bruscamente,Sem Vítimas
1148,Queda de ocupante de veículo,Demais falhas na via,Com Vítimas Fatais
1149,Saída de leito carroçável,Ausência de sinalização,Sem Vítimas
1150,Colisão traseira,Transtornos Mentais (exceto suicidio),Com Vítimas Feridas
1151,Capotamento,Acesso irregular,Com Vítimas Feridas
1152,Tombamento,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1153,Colisão transversal,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1154,Atropelamento de Pedestre,Semáforo com defeito,Com Vítimas Fatais
1155,Engavetamento,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1156,Colisão transversal,Deixar de acionar o farol da motocicleta (ou similar),Com Vítimas Feridas
1157,Colisão transversal,Transitar na calçada,Com Vítimas Feridas
1158,Capotamento,Condutor Dormindo,Sem Vítimas
1159,Atropelamento de Animal,Ingestão de álcool pelo condutor,Com Vítimas Feridas
1160,Queda de ocupante de veículo,Velocidade Incompatível,Sem Vítimas
1161,Saída de leito carroçável,Participar de racha,Com Vítimas Fatais
1162,Colisão traseira,Redutor de velocidade em desacordo,Com Vítimas Feridas
1163,Eventos atípicos,Reação tardia ou ineficiente do condutor,Com Vítimas Fatais
1164,Engavetamento,Pista esburacada,Com Vítimas Feridas
1165,Capotamento,Desvio temporário,Com Vítimas Feridas
1166,Colisão frontal,Iluminação deficiente,Com Vítimas Feridas
1167,Colisão lateral mesmo sentido,Falta de acostamento,Com Vítimas Fatais
1168,Capotamento,Carga excessiva e/ou mal acondicionada,Sem Vítimas
1169,Colisão com objeto,Transtornos Mentais (exceto suicidio),Com Vítimas Feridas
1170,Capotamento,Chuva,Com Vítimas Fatais
1171,Tombamento,Pista esburacada,Com Vítimas Fatais
1172,Tombamento,Transitar na contramão,Sem Vítimas
1173,Colisão com objeto,Desrespeitar a preferência no cruzamento,Sem Vítimas
1174,Capotamento,Ausência de reação do condutor,Com Vítimas Fatais
1175,Colisão traseira,Retorno proibido,Sem Vítimas
1176,Capotamento,Mal súbito do condutor,Com Vítimas Feridas
1177,Incêndio,Acesso irregular,Sem Vítimas
1178,Queda de ocupante de veículo,Retorno proibido,Com Vítimas Feridas
1179,Colisão frontal,Retorno proibido,Com Vítimas Feridas
1180,Eventos atípicos,Reação tardia ou ineficiente do condutor,Sem Vítimas
1181,Colisão transversal,Animais na Pista,Com Vítimas Fatais
1182,Colisão com objeto,Deficiência do Sistema de Iluminação/Sinalização,Sem Vítimas
1183,Colisão transversal,Falta de acostamento,Com Vítimas Feridas
1184,Colisão lateral mesmo sentido,Área urbana sem a presença de local apropriado para a travessia de pedestres,Com Vítimas Feridas
1185,Colisão transversal,Transtornos Mentais (exceto suicidio),Sem Vítimas
1186,Tombamento,Sinalização mal posicionada,Com Vítimas Feridas
1187,Capotamento,Participar de racha,Com Vítimas Feridas
1188,Atropelamento de Pedestre,Mal súbito do condutor,Com Vítimas Feridas
1189,Colisão frontal,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1190,Capotamento,Condutor deixou de manter distância do veículo da frente,Com Vítimas Feridas
1191,Eventos atípicos,Fumaça,Sem Vítimas
1192,Colisão lateral mesmo sentido,Transitar na calçada,Com Vítimas Feridas
1193,Colisão traseira,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1194,Colisão com objeto,Faróis desregulados,Com Vítimas Feridas
1195,Atropelamento de Pedestre,Acesso irregular,Sem Vítimas
1196,Queda de ocupante de veículo,Entrada inopinada do pedestre,Com Vítimas Feridas
1197,Tombamento,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1198,Eventos atípicos,Acesso irregular,Com Vítimas Feridas
1199,Capotamento,Objeto estático sobre o leito carroçável,Com Vítimas Feridas
1200,Colisão transversal,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1201,Colisão com objeto,Mal súbito do condutor,Sem Vítimas
1202,Colisão com objeto,Ultrapassagem Indevida,Com Vítimas Fatais
1203,Colisão frontal,Deixar de acionar o farol da motocicleta (ou similar),Com Vítimas Feridas
1204,Queda de ocupante de veículo,Carga excessiva e/ou mal acondicionada,Com Vítimas Feridas
1205,Saída de leito carroçável,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Fatais
1206,Colisão com objeto,Demais falhas na via,Sem Vítimas
1207,Colisão com objeto,Iluminação deficiente,Sem Vítimas
1208,Saída de leito carroçável,Suicídio (presumido),Sem Vítimas
1209,Colisão com objeto,Sistema de drenagem ineficiente,Com Vítimas Feridas
1210,Saída de leito carroçável,Transitar na contramão,Com Vítimas Fatais
1211,Capotamento,Problema na suspensão,Sem Vítimas
1212,Colisão com objeto,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1213,Colisão frontal,Faróis desregulados,Com Vítimas Feridas
1214,Colisão lateral sentido oposto,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1215,Saída de leito carroçável,Pedestre andava na pista,Com Vítimas Feridas
1216,Eventos atípicos,Estacionar ou parar em local proibido,Sem Vítimas
1217,Engavetamento,Mal súbito do condutor,Sem Vítimas
1218,Queda de ocupante de veículo,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
1219,Saída de leito carroçável,Suicídio (presumido),Com Vítimas Fatais
1220,Engavetamento,Animais na Pista,Sem Vítimas
1221,Tombamento,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
1222,Sinistro pessoal de trânsito,Ingestão de álcool pelo condutor,Com Vítimas Feridas
1223,Atropelamento de Animal,Acesso irregular,Com Vítimas Feridas
1224,Colisão com objeto,Desvio temporário,Com Vítimas Feridas
1225,Eventos atípicos,Ausência de reação do condutor,Com Vítimas Fatais
1226,Colisão traseira,Condutor desrespeitou a iluminação vermelha do semáforo,Sem Vítimas
1227,Engavetamento,Entrada inopinada do pedestre,Com Vítimas Feridas
1228,Atropelamento de Pedestre,Ultrapassagem Indevida,Com Vítimas Fatais
1229,Colisão com objeto,Pista esburacada,Com Vítimas Fatais
1230,Capotamento,Afundamento ou ondulação no pavimento,Com Vítimas Fatais
1231,Colisão com objeto,Neblina,Com Vítimas Feridas
1232,Capotamento,Iluminação deficiente,Sem Vítimas
1233,Tombamento,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
1234,Engavetamento,Mal súbito do condutor,Com Vítimas Feridas
1235,Incêndio,Transtornos Mentais (exceto suicidio),Sem Vítimas
1236,Eventos atípicos,Deficiência do Sistema de Iluminação/Sinalização,Sem Vítimas
1237,Queda de ocupante de veículo,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1238,Saída de leito carroçável,Suicídio (presumido),Com Vítimas Feridas
1239,Saída de leito carroçável,Animais na Pista,Com Vítimas Fatais
1240,Atropelamento de Pedestre,Ausência de sinalização,Com Vítimas Feridas
1241,Colisão lateral mesmo sentido,Participar de racha,Com Vítimas Feridas
1242,Saída de leito carroçável,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1243,Engavetamento,Animais na Pista,Com Vítimas Feridas
1244,Capotamento,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1245,Colisão lateral sentido oposto,Acesso irregular,Sem Vítimas
1246,Colisão com objeto,Suicídio (presumido),Sem Vítimas
1247,Capotamento,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1248,Eventos atípicos,Desrespeitar a preferência no cruzamento,Sem Vítimas
1249,Colisão com objeto,Faixas de trânsito com largura insuficiente,Sem Vítimas
1250,Capotamento,Acesso irregular,Com Vítimas Fatais
1251,Colisão com objeto,Neblina,Sem Vítimas
1252,Eventos atípicos,Problema com o freio,Sem Vítimas
1253,Capotamento,Condutor deixou de manter distância do veículo da frente,Sem Vítimas
1254,Capotamento,Transitar na contramão,Com Vítimas Fatais
1255,Colisão com objeto,Transitar na calçada,Com Vítimas Feridas
1256,Eventos atípicos,Demais Fenômenos da natureza,Sem Vítimas
1257,Colisão lateral sentido oposto,Transitar no Acostamento,Com Vítimas Feridas
1258,Colisão traseira,Transtornos Mentais (exceto suicidio),Com Vítimas Fatais
1259,Colisão lateral sentido oposto,Pedestre andava na pista,Com Vítimas Feridas
1260,Colisão lateral sentido oposto,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
1261,Capotamento,Pista esburacada,Sem Vítimas
1262,Eventos atípicos,Mal súbito do condutor,Com Vítimas Feridas
1263,Colisão lateral sentido oposto,Semáforo com defeito,Com Vítimas Feridas
1264,Tombamento,Entrada inopinada do pedestre,Com Vítimas Feridas
1265,Colisão lateral mesmo sentido,Pedestre andava na pista,Com Vítimas Feridas
1266,Colisão frontal,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
1267,Atropelamento de Animal,Entrada inopinada do pedestre,Com Vítimas Fatais
1268,Capotamento,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1269,Colisão frontal,Transitar no Acostamento,Sem Vítimas
1270,Saída de leito carroçável,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1271,Colisão com objeto,Sinalização encoberta,Com Vítimas Feridas
1272,Eventos atípicos,Trafegar com motocicleta (ou similar) entre as faixas,Com Vítimas Feridas
1273,Colisão lateral sentido oposto,Animais na Pista,Com Vítimas Feridas
1274,Capotamento,Objeto estático sobre o leito carroçável,Sem Vítimas
1275,Saída de leito carroçável,Fumaça,Com Vítimas Feridas
1276,Colisão lateral mesmo sentido,Chuva,Com Vítimas Fatais
1277,Tombamento,Mal súbito do condutor,Sem Vítimas
1278,Queda de ocupante de veículo,Pista esburacada,Com Vítimas Fatais
1279,Capotamento,Ultrapassagem Indevida,Com Vítimas Fatais
1280,Eventos atípicos,Ingestão de álcool pelo condutor,Com Vítimas Feridas
1281,Eventos atípicos,Estacionar ou parar em local proibido,Com Vítimas Feridas
1282,Queda de ocupante de veículo,Frear bruscamente,Com Vítimas Fatais
1283,Tombamento,Estacionar ou parar em local proibido,Com Vítimas Feridas
1284,Capotamento,Pista Escorregadia,Sem Vítimas
1285,Queda de ocupante de veículo,Participar de racha,Com Vítimas Feridas
1286,Colisão com objeto,Falta de elemento de contenção que evite a saída do leito carroçável,Sem Vítimas
1287,Colisão lateral mesmo sentido,Transtornos Mentais (exceto suicidio),Com Vítimas Feridas
1288,Saída de leito carroçável,Acessar a via sem observar a presença dos outros veículos,Com Vítimas Fatais
1289,Queda de ocupante de veículo,Acumulo de óleo sobre o pavimento,Com Vítimas Fatais
1290,Colisão com objeto,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
1291,Colisão com objeto,Sinalização mal posicionada,Com Vítimas Fatais
1292,Atropelamento de Pedestre,Estacionar ou parar em local proibido,Com Vítimas Feridas
1293,Eventos atípicos,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1294,Atropelamento de Pedestre,Animais na Pista,Com Vítimas Feridas
1295,Eventos atípicos,Pista Escorregadia,Com Vítimas Feridas
1296,Tombamento,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1297,Colisão traseira,Acostamento em desnível,Com Vítimas Feridas
1298,Queda de ocupante de veículo,Transtornos Mentais (exceto suicidio),Sem Vítimas
1299,Atropelamento de Animal,Neblina,Com Vítimas Feridas
1300,Saída de leito carroçável,Iluminação deficiente,Sem Vítimas
1301,Colisão frontal,Animais na Pista,Sem Vítimas
1302,Colisão lateral mesmo sentido,Condutor desrespeitou a iluminação vermelha do semáforo,Sem Vítimas
1303,Colisão traseira,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
1304,Queda de ocupante de veículo,Condutor usando celular,Com Vítimas Feridas
1305,Capotamento,Falta de elemento de contenção que evite a saída do leito carroçável,Com Vítimas Feridas
1306,Incêndio,Ingestão de álcool pelo condutor,Sem Vítimas
1307,Capotamento,Falta de elemento de contenção que evite a saída do leito carroçável,Sem Vítimas
1308,Colisão com objeto,Área urbana sem a presença de local apropriado para a travessia de pedestres,Com Vítimas Feridas
1309,Atropelamento de Animal,Iluminação deficiente,Com Vítimas Feridas
1310,Atropelamento de Pedestre,Ausência de reação do condutor,Sem Vítimas
1311,Queda de ocupante de veículo,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
1312,Colisão frontal,Acumulo de água sobre o pavimento,Sem Vítimas
1313,Queda de ocupante de veículo,Demais Fenômenos da natureza,Com Vítimas Feridas
1314,Colisão transversal,Trafegar com motocicleta (ou similar) entre as faixas,Sem Vítimas
1315,Saída de leito carroçável,Conversão proibida,Com Vítimas Feridas
1316,Colisão lateral mesmo sentido,Ausência de sinalização,Com Vítimas Fatais
1317,Colisão lateral mesmo sentido,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
1318,Colisão traseira,Suicídio (presumido),Sem Vítimas
1319,Atropelamento de Pedestre,Condutor desrespeitou a iluminação vermelha do semáforo,Com Vítimas Feridas
1320,Queda de ocupante de veículo,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1321,Colisão frontal,Retorno proibido,Com Vítimas Fatais
1322,Colisão lateral mesmo sentido,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Fatais
1323,Colisão traseira,Entrada inopinada do pedestre,Com Vítimas Fatais
1324,Colisão traseira,Participar de racha,Com Vítimas Fatais
1325,Colisão com objeto,Declive acentuado,Sem Vítimas
1326,Capotamento,Frear bruscamente,Sem Vítimas
1327,Colisão transversal,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1328,Colisão traseira,Demais falhas na via,Sem Vítimas
1329,Tombamento,Iluminação deficiente,Com Vítimas Fatais
1330,Colisão lateral mesmo sentido,Acumulo de areia ou detritos sobre o pavimento,Sem Vítimas
1331,Atropelamento de Pedestre,Ultrapassagem Indevida,Sem Vítimas
1332,Colisão frontal,Retorno proibido,Sem Vítimas
1333,Engavetamento,Acessar a via sem observar a presença dos outros veículos,Com Vítimas Feridas
1334,Capotamento,Acessar a via sem observar a presença dos outros veículos,Sem Vítimas
1335,Colisão com objeto,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1336,Atropelamento de Pedestre,Modificação proibida,Com Vítimas Fatais
1337,Colisão frontal,Participar de racha,Com Vítimas Fatais
1338,Saída de leito carroçável,Frear bruscamente,Com Vítimas Fatais
1339,Atropelamento de Pedestre,Falta de acostamento,Com Vítimas Fatais
1340,Eventos atípicos,Pista esburacada,Com Vítimas Feridas
1341,Queda de ocupante de veículo,Condutor deixou de manter distância do veículo da frente,Sem Vítimas
1342,Eventos atípicos,Transitar no Acostamento,Com Vítimas Feridas
1343,Incêndio,Afundamento ou ondulação no pavimento,Sem Vítimas
1344,Colisão traseira,Faixas de trânsito com largura insuficiente,Sem Vítimas
1345,Tombamento,Pedestre cruzava a pista fora da faixa,Com Vítimas Fatais
1346,Colisão traseira,Transitar na contramão,Com Vítimas Fatais
1347,Colisão transversal,Entrada inopinada do pedestre,Com Vítimas Fatais
1348,Colisão traseira,Falta de acostamento,Sem Vítimas
1349,Colisão traseira,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1350,Capotamento,Acumulo de areia ou detritos sobre o pavimento,Com Vítimas Feridas
1351,Queda de ocupante de veículo,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
1352,Atropelamento de Pedestre,Demais Fenômenos da natureza,Com Vítimas Feridas
1353,Sinistro pessoal de trânsito,Acessar a via sem observar a presença dos outros veículos,Com Vítimas Feridas
1354,Saída de leito carroçável,Entrada inopinada do pedestre,Com Vítimas Feridas
1355,Queda de ocupante de veículo,Transitar na calçada,Com Vítimas Feridas
1356,Capotamento,Chuva,Sem Vítimas
1357,Saída de leito carroçável,Deficiência do Sistema de Iluminação/Sinalização,Sem Vítimas
1358,Eventos atípicos,Condutor Dormindo,Sem Vítimas
1359,Colisão com objeto,Demais falhas na via,Com Vítimas Fatais
1360,Colisão frontal,Demais Fenômenos da natureza,Com Vítimas Feridas
1361,Saída de leito carroçável,Retorno proibido,Sem Vítimas
1362,Engavetamento,Desvio temporário,Com Vítimas Feridas
1363,Queda de ocupante de veículo,Acessar a via sem observar a presença dos outros veículos,Sem Vítimas
1364,Colisão com objeto,Pedestre - Ingestão de álcool/ substâncias psicoativas,Sem Vítimas
1365,Engavetamento,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
1366,Colisão lateral sentido oposto,Neblina,Sem Vítimas
1367,Queda de ocupante de veículo,Ingestão de álcool pelo condutor,Com Vítimas Fatais
1368,Atropelamento de Pedestre,Transitar no Acostamento,Sem Vítimas
1369,Colisão com objeto,Afundamento ou ondulação no pavimento,Sem Vítimas
1370,Atropelamento de Animal,Deficiência do Sistema de Iluminação/Sinalização,Com Vítimas Feridas
1371,Sinistro pessoal de trânsito,Pedestre andava na pista,Sem Vítimas
1372,Colisão lateral mesmo sentido,Faróis desregulados,Com Vítimas Feridas
1373,Colisão lateral sentido oposto,Deixar de acionar o farol da motocicleta (ou similar),Sem Vítimas
1374,Atropelamento de Pedestre,Condutor deixou de manter distância do veículo da frente,Com Vítimas Feridas
1375,Colisão frontal,Pedestre - Ingestão de álcool/ substâncias psicoativas,Com Vítimas Feridas
1376,Colisão com objeto,Restrição de visibilidade em curvas horizontais,Com Vítimas Feridas
1377,Queda de ocupante de veículo,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1378,Queda de ocupante de veículo,Mal súbito do condutor,Com Vítimas Fatais
1379,Eventos atípicos,Condutor Dormindo,Com Vítimas Feridas
1380,Colisão transversal,Restrição de visibilidade em curvas verticais,Com Vítimas Fatais
1381,Atropelamento de Pedestre,Demais Fenômenos da natureza,Com Vítimas Fatais
1382,Engavetamento,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1383,Atropelamento de Animal,Acesso irregular,Com Vítimas Fatais
1384,Atropelamento de Animal,Ultrapassagem Indevida,Com Vítimas Feridas
1385,Atropelamento de Pedestre,Transitar na contramão,Com Vítimas Fatais
1386,Atropelamento de Pedestre,Pedestre andava na pista,Sem Vítimas
1387,Colisão transversal,Transitar na calçada,Sem Vítimas
1388,Saída de leito carroçável,Conversão proibida,Com Vítimas Fatais
1389,Capotamento,Demais falhas na via,Com Vítimas Fatais
1390,Eventos atípicos,Avarias e/ou desgaste excessivo no pneu,Sem Vítimas
1391,Atropelamento de Pedestre,Curva acentuada,Com Vítimas Feridas
1392,Eventos atípicos,Falta de elemento de contenção que evite a saída do leito carroçável,Sem Vítimas
1393,Colisão frontal,Redutor de velocidade em desacordo,Com Vítimas Feridas
1394,Atropelamento de Pedestre,Demais falhas mecânicas ou elétricas,Com Vítimas Fatais
1395,Colisão frontal,Participar de racha,Com Vítimas Feridas
1396,Saída de leito carroçável,Deixar de acionar o farol da motocicleta (ou similar),Com Vítimas Feridas
1397,Colisão lateral sentido oposto,Acesso irregular,Com Vítimas Fatais
1398,Atropelamento de Animal,Reação tardia ou ineficiente do condutor,Com Vítimas Fatais
1399,Colisão transversal,Sinalização mal posicionada,Com Vítimas Feridas
1400,Colisão frontal,Iluminação deficiente,Sem Vítimas
1401,Colisão transversal,Transitar no Acostamento,Com Vítimas Fatais
1402,Saída de leito carroçável,Restrição de visibilidade em curvas horizontais,Sem Vítimas
1403,Colisão lateral mesmo sentido,Frear bruscamente,Com Vítimas Fatais
1404,Incêndio,Neblina,Sem Vítimas
1405,Saída de leito carroçável,Transitar no Acostamento,Sem Vítimas
1406,Colisão transversal,Iluminação deficiente,Sem Vítimas
1407,Atropelamento de Pedestre,Condutor usando celular,Com Vítimas Feridas
1408,Colisão transversal,Ausência de sinalização,Com Vítimas Fatais
1409,Capotamento,Ausência de sinalização,Com Vítimas Feridas
1410,Engavetamento,Condutor usando celular,Sem Vítimas
1411,Colisão traseira,Declive acentuado,Com Vítimas Feridas
1412,Capotamento,Mal súbito do condutor,Com Vítimas Fatais
1413,Colisão transversal,Condutor Dormindo,Sem Vítimas
1414,Colisão com objeto,Ingestão de substâncias psicoativas pelo condutor,Com Vítimas Feridas
1415,Queda de ocupante de veículo,Acesso irregular,Com Vítimas Fatais
1416,Queda de ocupante de veículo,Curva acentuada,Com Vítimas Fatais
1417,Colisão frontal,Pedestre cruzava a pista fora da faixa,Com Vítimas Feridas
1418,Saída de leito carroçável,Modificação proibida,Com Vítimas Fatais
1419,Queda de ocupante de veículo,Manobra de mudança de faixa,Sem Vítimas
1420,Eventos atípicos,Ausência de sinalização,Com Vítimas Feridas
1421,Colisão transversal,Acumulo de água sobre o pavimento,Sem Vítimas
1422,Atropelamento de Pedestre,Pista Escorregadia,Com Vítimas Fatais
1423,Colisão frontal,Acumulo de óleo sobre o pavimento,Com Vítimas Fatais
1424,Colisão frontal,Pedestre andava na pista,Com Vítimas Feridas
1425,Colisão transversal,Acumulo de óleo sobre o pavimento,Com Vítimas Feridas
1426,Saída de leito carroçável,Sinalização mal posicionada,Com Vítimas Fatais
1427,Eventos atípicos,Problema na suspensão,Com Vítimas Fatais
1428,Colisão com objeto,Sinalização encoberta,Sem Vítimas
1429,Capotamento,Entrada inopinada do pedestre,Com Vítimas Feridas
1430,Capotamento,Ausência de sinalização,Sem Vítimas
1431,Colisão com objeto,Participar de racha,Sem Vítimas
1432,Incêndio,Reação tardia ou ineficiente do condutor,Com Vítimas Feridas
1433,Colisão com objeto,Curva acentuada,Com Vítimas Fatais
1434,Queda de ocupante de veículo,Mal súbito do condutor,Sem Vítimas
1435,Colisão com objeto,Animais na Pista,Sem Vítimas
1436,Colisão transversal,Faróis desregulados,Com Vítimas Feridas
1437,Colisão frontal,Frear bruscamente,Sem Vítimas
1438,Saída de leito carroçável,Estacionar ou parar em local proibido,Com Vítimas Feridas
1439,Saída de leito carroçável,Acumulo de óleo sobre o pavimento,Sem Vítimas
1440,Atropelamento de Animal,Acessar a via sem observar a presença dos outros veículos,Com Vítimas Fatais
1441,Eventos atípicos,Retorno proibido,Com Vítimas Feridas
1442,Colisão frontal,Estacionar ou parar em local proibido,Sem Vítimas
1443,Atropelamento de Pedestre,Neblina,Com Vítimas Feridas
1444,Atropelamento de Animal,Acessar a via sem observar a presença dos outros veículos,Sem Vítimas
1445,Tombamento,Estacionar ou parar em local proibido,Sem Vítimas
1446,Capotamento,Falta de acostamento,Sem Vítimas
1447,Colisão lateral mesmo sentido,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
1448,Colisão traseira,Semáforo com defeito,Com Vítimas Feridas
1449,Eventos atípicos,Transtornos Mentais (exceto suicidio),Sem Vítimas
1450,Capotamento,Avarias e/ou desgaste excessivo no pneu,Com Vítimas Fatais
1451,Eventos atípicos,Acesso irregular,Sem Vítimas
1452,Colisão com objeto,Animais na Pista,Com Vítimas Fatais
1453,Colisão com objeto,Falta de acostamento,Sem Vítimas
1454,Saída de leito carroçável,Pista esburacada,Com Vítimas Fatais
1455,Engavetamento,Ausência de sinalização,Sem Vítimas
1456,Capotamento,Ingestão de substâncias psicoativas pelo condutor,Sem Vítimas
1457,Colisão transversal,Participar de racha,Sem Vítimas
1458,Colisão frontal,Condutor usando celular,Sem Vítimas
1459,Colisão transversal,Pedestre cruzava a pista fora da faixa,Com Vítimas Fatais
